# the byte and line start/end positions of each array in several xsp files
# (useful for seeking)
ura091-rocks-merge.xsp:1142858:22078467:BEGIN_ARRAY 18 94956
ura091-rocks-merge.xsp:1237915:23721390:END_ARRAY 18 94956
ura111.xsp:6:120:BEGIN_ARRAY 1 3895604
ura111.xsp:3899423:70420225:END_ARRAY 1 3895604
ura111.xsp:3899424:70420245:BEGIN_ARRAY 2 3603434
ura111.xsp:7506385:135255069:END_ARRAY 2 3603434
ura111.xsp:7506386:135255089:BEGIN_ARRAY 3 2483432
ura111.xsp:9992252:179515157:END_ARRAY 3 2483432
ura111.xsp:9992253:179515177:BEGIN_ARRAY 4 2045180
ura111.xsp:12039439:215609235:END_ARRAY 4 2045180
ura111.xsp:12039440:215609255:BEGIN_ARRAY 5 6281616
ura111.xsp:18327199:329367096:END_ARRAY 5 6281616
ura111.xsp:18327200:329367116:BEGIN_ARRAY 6 1789582
ura111.xsp:20118538:362987887:END_ARRAY 6 1789582
ura111.xsp:20118539:362987907:BEGIN_ARRAY 7 187210
ura111.xsp:20305940:366605292:END_ARRAY 7 187210
ura111.xsp:20305941:366605311:BEGIN_ARRAY 8 45684
ura111.xsp:20351678:367458988:END_ARRAY 8 45684
ura111.xsp:20351679:367459006:BEGIN_ARRAY 9 159814
ura111.xsp:20511658:370553619:END_ARRAY 9 159814
ura111.xsp:20511659:370553638:BEGIN_ARRAY 10 748705
ura111.xsp:21261104:385061492:END_ARRAY 10 748705
ura112.xsp:6:120:BEGIN_ARRAY 1 77106
ura112.xsp:77196:1339241:END_ARRAY 1 77106
ura112.xsp:77197:1339259:BEGIN_ARRAY 2 89280
ura112.xsp:166573:2870479:END_ARRAY 2 89280
ura112.xsp:166574:2870497:BEGIN_ARRAY 3 77106
ura112.xsp:243764:4189048:END_ARRAY 3 77106
ura112.xsp:243765:4189066:BEGIN_ARRAY 4 77106
ura112.xsp:320955:5507430:END_ARRAY 4 77106
ura112.xsp:320956:5507448:BEGIN_ARRAY 5 77106
ura112.xsp:398146:6844994:END_ARRAY 5 77106
ura112.xsp:398147:6845012:BEGIN_ARRAY 6 77106
ura112.xsp:475337:8184599:END_ARRAY 6 77106
ura112.xsp:475338:8184617:BEGIN_ARRAY 7 113628
ura112.xsp:589085:10190006:END_ARRAY 7 113628
ura112.xsp:589086:10190025:BEGIN_ARRAY 8 275948
ura112.xsp:865312:14792228:END_ARRAY 8 275948
ura112.xsp:865313:14792247:BEGIN_ARRAY 9 77106
ura112.xsp:942503:16106179:END_ARRAY 9 77106
ura112.xsp:942504:16106197:BEGIN_ARRAY 10 1789582
ura112.xsp:2733842:49725811:END_ARRAY 10 1789582
ura112.xsp:2733843:49725832:BEGIN_ARRAY 11 187210
ura112.xsp:2921244:53343218:END_ARRAY 11 187210
ura112.xsp:2921245:53343238:BEGIN_ARRAY 12 45684
ura112.xsp:2966982:54196916:END_ARRAY 12 45684
ura112.xsp:2966983:54196935:BEGIN_ARRAY 13 159814
ura112.xsp:3126962:57291549:END_ARRAY 13 159814
ura112.xsp:3126963:57291569:BEGIN_ARRAY 14 748705
ura112.xsp:3876408:71799423:END_ARRAY 14 748705
