"Angular Separation Finder Calculation"
"Calculation Inputs"
"Calculation type","Angular Separation Event Finder"
"Target 1","MOON"
"Target 1 shape","Point"
"Target 2","SUN"
"Target 2 shape","Point"
"Observer","EARTH"
"Light propagation","No correction"
"Time system","TDB"
"Time format","Seconds past J2000"
"Time range","0 to 3155760000, step 1 hours"
"Coordinate condition","is local maximum"
"Output time unit","seconds"
"Complement result window","no"
"Result interval adjustment","No adjustment"
"Result interval filtering","No filtering"
"Angular Separation Finder Time Intervals"
"Start Time","Stop Time","Duration (secs)"
" 1905124944.061900"," 1905124944.061900",0.00000000E+00
" 1907680134.914000"," 1907680134.914000",0.00000000E+00
" 1910228323.026100"," 1910228323.026100",0.00000000E+00
" 1912770529.957800"," 1912770529.957800",0.00000000E+00
" 1915308720.213300"," 1915308720.213300",0.00000000E+00
" 1917845645.827200"," 1917845645.827200",0.00000000E+00
" 1920384286.053300"," 1920384286.053300",0.00000000E+00
" 1922927120.706600"," 1922927120.706600",0.00000000E+00
" 1925475533.325300"," 1925475533.325300",0.00000000E+00
" 1928029518.747500"," 1928029518.747500",0.00000000E+00
" 1930587938.371400"," 1930587938.371400",0.00000000E+00
" 1933149286.815600"," 1933149286.815600",0.00000000E+00
" 1935712157.398200"," 1935712157.398200",0.00000000E+00
" 1938274857.435100"," 1938274857.435100",0.00000000E+00
" 1940835008.097200"," 1940835008.097200",0.00000000E+00
" 1943390243.775500"," 1943390243.775500",0.00000000E+00
" 1945939632.288500"," 1945939632.288500",0.00000000E+00
" 1948484328.932200"," 1948484328.932200",0.00000000E+00
" 1951026826.375400"," 1951026826.375400",0.00000000E+00
" 1953569522.222300"," 1953569522.222300",0.00000000E+00
" 1956113666.210600"," 1956113666.210600",0.00000000E+00
" 1958659331.741400"," 1958659331.741400",0.00000000E+00
" 1961206340.443300"," 1961206340.443300",0.00000000E+00
" 1963755268.180700"," 1963755268.180700",0.00000000E+00
" 1966307486.524900"," 1966307486.524900",0.00000000E+00
" 1968864026.438300"," 1968864026.438300",0.00000000E+00
" 1971424229.643500"," 1971424229.643500",0.00000000E+00
" 1973985627.606900"," 1973985627.606900",0.00000000E+00
" 1976545417.010100"," 1976545417.010100",0.00000000E+00
" 1979102082.301800"," 1979102082.301800",0.00000000E+00
" 1981655628.444600"," 1981655628.444600",0.00000000E+00
" 1984206605.021000"," 1984206605.021000",0.00000000E+00
" 1986755182.853300"," 1986755182.853300",0.00000000E+00
" 1989301115.513600"," 1989301115.513600",0.00000000E+00
" 1991844407.755300"," 1991844407.755300",0.00000000E+00
" 1994385982.761000"," 1994385982.761000",0.00000000E+00
" 1996927796.632500"," 1996927796.632500",0.00000000E+00
" 1999472229.376400"," 1999472229.376400",0.00000000E+00
" 2002021082.874500"," 2002021082.874500",0.00000000E+00
" 2004574938.505300"," 2004574938.505300",0.00000000E+00
" 2007133337.192100"," 2007133337.192100",0.00000000E+00
" 2009695313.951800"," 2009695313.951800",0.00000000E+00
" 2012259420.318800"," 2012259420.318800",0.00000000E+00
" 2014823277.455100"," 2014823277.455100",0.00000000E+00
" 2017383778.401300"," 2017383778.401300",0.00000000E+00
" 2019938439.170000"," 2019938439.170000",0.00000000E+00
" 2022486571.673000"," 2022486571.673000",0.00000000E+00
" 2025029123.601800"," 2025029123.601800",0.00000000E+00
" 2027567877.597400"," 2027567877.597400",0.00000000E+00
" 2030104939.227200"," 2030104939.227200",0.00000000E+00
